URL,Description,Introduction,Disclaimer
https://www.apartments.com/189-chestnut-hill-ave-boston-ma-unit-19/wrfp0dh/,$2125 - NO BROKER FEE - BRIGHTON 1BD Avail AUGUST - HHW Included - NO BROKER FEE - Heat and Hot Water included - Avail AUGUST - Student friendly - Hardwood Floors - No pets - Non smoking - Laundry ON-SITE em 189 19,"12 Month Lease, $2,125 deposit, Available Now","* Prices and availability subject to change without notice.
* Square footage definitions vary. Displayed square footage is approximate."
