URL,Description,Introduction,Disclaimer
https://www.apartments.com/13-pleasant-st-cambridge-ma-unit-2/8x2mjd3/,,"12 Month Lease, $7,400 deposit, Available Sep. 1","* Prices and availability subject to change without notice.
* Square footage definitions vary. Displayed square footage is approximate."
