URL,Description,Introduction,Disclaimer
https://www.apartments.com/12-eulita-ter-boston-ma-unit-2/ecsth3p/,"Simply amazing and underpriced 4 bed/2 bathroom in the middle of Brighton Center with a parking spot. Fully renovated with laundry on site, stainless steel appliances and a dishwasher. Two floors of space to spread out on and tons of natural light. Two parking spots included! The express bus stop is literally right around the corner, this place has it all. Call, text or email to see it today. One month broker fee applies.","12 Month Lease, $1,000 deposit, Available Now","* Prices and availability subject to change without notice.
* Square footage definitions vary. Displayed square footage is approximate."
