URL,Description,Introduction,Disclaimer
https://www.apartments.com/395-broadway-cambridge-ma-unit-1a/vkekzjg/,,"12 Month Lease, $2,895 deposit, Available Sep. 1","* Prices and availability subject to change without notice.
* Square footage definitions vary. Displayed square footage is approximate."
