URL,Description,Introduction,Disclaimer
https://www.apartments.com/191-bunker-hill-st-boston-ma-unit-apt-306/f32p8jv/,,"$3,600 deposit, Available Sep. 1","* Prices and availability subject to change without notice.
* Square footage definitions vary. Displayed square footage is approximate."
