URL,Description,Introduction,Disclaimer
https://www.apartments.com/35-westgate-rd-boston-college-ma-unit-2/kgfdkz9/,,"12 Month Lease, $1,895 deposit, Available Now","* Prices and availability subject to change without notice.
* Square footage definitions vary. Displayed square footage is approximate."
