URL,Description,Introduction,Disclaimer
https://www.apartments.com/35-danny-rd-boston-ma-unit-35-danny-rd/61snl2s/,,"12 Month Lease, $2,400 deposit, Available Aug. 15","* Prices and availability subject to change without notice.
* Square footage definitions vary. Displayed square footage is approximate."
