URL,Description,Introduction,Disclaimer
https://www.apartments.com/1583-beacon-st-brookline-ma-unit-3/qrsw5lw/,,"12 Month Lease, Available Sep. 1","* Prices and availability subject to change without notice.
* Square footage definitions vary. Displayed square footage is approximate."
