URL,Description,Introduction,Disclaimer
https://www.apartments.com/34-newton-st-boston-ma-unit-2/0b2fq50/,,"12 Month Lease, $4,000 deposit, Available Sep. 1","* Prices and availability subject to change without notice.
* Square footage definitions vary. Displayed square footage is approximate."
