URL,Description,Introduction,Disclaimer
https://www.apartments.com/185-green-st-boston-ma-unit-3/jd9q5v5/,,"12 Month Lease, $250 deposit, Available Sep. 1","* Prices and availability subject to change without notice.
* Square footage definitions vary. Displayed square footage is approximate."
