URL,Description,Introduction,Disclaimer
https://www.apartments.com/100-pearl-st-chelsea-ma-unit-13/c4wvx1d/,"This is a 1 Bed / 1 Bath unit (approx. 675 sq. ft.) on the 2nd floor of a developed condominium complex It's completely furnished with stainless steel appliances, in-unit W/D, Nest learning thermostats, 3-seater sofa, TV, and queen size bed + mattress The shared deck gets a great view of East Boston and Downtown! Pet friendly with 3 different dog parks within walking distances. Easy access to downtown via 111 (two minutes walk to the bus stop) The new tenant must submit an application to pass standard income, credit history, and background checks Rent is $2500/mo include water, trash, one off-street parking, gas, and electric) NO BROKER FEE","3 Month Lease, $1,250 deposit, Available Dec. 11","* Prices and availability subject to change without notice.
* Square footage definitions vary. Displayed square footage is approximate."
