URL,Description,Introduction,Disclaimer
https://www.apartments.com/14-parmenter-st-boston-ma-unit-403/y92emwr/,"AVAILABLE 9/1 - Make the North End your home in this modern apartment in the heart of the neighborhood. This large 1 bedroom home with PRIVATE ROOF DECK is located in an elevator building equipped with central A/C, keyless entry and video intercom system. The fully equipped stainless and granite kitchen allows you to make all of your favorite meals with space to entertain. The bedroom is large enough for a king bed and additional furniture. It features a walk-in closet. There is laundry located in the apartment and your pet is welcome here. Outside your front door you'll find many cafes, restaurants, bars, and shops right at your doorstep. Fresh produce can be purchased next door and nearby bakeries offers a wide menu of confectionery treats. Garage parking under the building also available for $395/mo, and there is on site bicycle & storage lockers for lease as well. 1 mo broker fee. 73110 724","12 Month Lease, $4,250 deposit, Available Aug. 31","* Prices and availability subject to change without notice.
* Square footage definitions vary. Displayed square footage is approximate."
