URL,About Property
https://www.apartments.com/14-portsmouth-st-boston-ma-unit-c/4rszhcj/,"About This Property
Don't miss this very nicely maintained 1 bed, 1.5 bath townhome. On the primary floor, this unit features a modern kitchen with tile flooring as well as backsplash, breakfast bar with granite countertops, plenty of cabinets, and stainless steel appliances. The kitchen opens up to a spacious living room with 1/2 bath conveniently on the this floor, the living room then leads out to an exclusive use private balcony and patio. Upstairs, you will find the master bedroom which features a generously sized closet and a full bathroom. Also, the lower level of the townhome presents another great sized room which has potential for multiple purposes: A den, a home office, TV room, etc. On this level, you have direct access to the garage, in unit washer & dryer, and even more storage space. This townhome is part of a well managed association conveniently located in Brighton near many schools/ universities, public transportation, shops, supermarkets, restaurants/ bars, entertainment, Charles River Park etc. 
-Garage spot included & second parking space also available -No pets -Move in cost: First month's rent, Security deposit, & Broker fee
14 Portsmouth St is an apartment community located in Suffolk County and the 02135 ZIP Code."
