URL,About Property
https://www.apartments.com/37-temple-pl-boston-ma/10cctw4/,"About 37 Temple Pl
Located in the heart of Downtown Boston adjacent the Boston Common, Financial District, Suffolk University, Emerson College these contemporary lofts have been restored with modern finishes. They feature open kitchens and original brick and beam elements. The apartments feature spacious open floorplans, large bedrooms, and central a/c. All units feature a Stainless Steel Appliance package, hardwood flooring throughout (no carpet!) and 11-15' vaulted ceilings. The building does feature an elevator and many nearby rental parking options. Utilities include water, sewer, trash. One month broker fee required.
37 Temple Pl is an apartment community located in Suffolk County and the 02111 ZIP Code. This area is served by the Boston attendance zone.
Unique Features
Exposed Brick
High Ceilings
Renovated"
