URL,About Property
https://www.apartments.com/70-leo-m-birmingham-pkwy-boston-ma-unit-505/514ct1n/,"About This Property
Property Id: 1240457

Avail Now, 9/1 or before- Brand New Spacious one-bedroom with a den/office residence features garage parking, private storage unit, in unit laundry, stainless steel Bosch appliances, vented gas cooking, quartz countertops, oak flooring throughout, and more. The professionally managed building offers concierge, fitness center, co-working space, resident lounge, and spa suites. Abundant shopping, dining and health & wellness opportunities with Boston Landing, Arsenal Yards, and the Charles River just outside the door. Quick access to the I-90 MA Pike and Storrow Drive be downtown in just minutes! No pets. Broker Fee.
70 Leo M Birmingham Pkwy is an apartment community located in Suffolk County and the 02135 ZIP Code."
