URL,About Property
https://www.apartments.com/49-bowdoin-st-boston-ma-unit-3/cvltyhg/,"About This Property
4bd/1ba apartment with renovated kitchen, separate pantry, cabinets w/ granite countertops, brand new stainless stove and refrigerator. Freshly finished hardwood floors. Coin-op washer and dryer in basement. NO broker fee for listing agent, NO last month, NO security required. Deleaded. Section 8 tenants welcome.
73095 589
49 Bowdoin St is an apartment community located in Suffolk County and the 02124 ZIP Code."
