URL,About Property
https://www.apartments.com/1-fayette-st-cambridge-ma-unit-2/nez13zp/,"About This Property
Beautiful freshly painted unit with central air near Harvard Sq, Redline (Central T - 9 minute walk), Central Sq, Inman Sq. Gorgeous modern kitchen, dining nook, large livingroom, big private porch, good size bedroom, hardwood floors throughout, modern bathroom. Bus stop to Harvard Sq, etc., and blue bike is right out side. Barismo coffee shop/cafe is across the street. First, security deposit and broker fee with lease signing. Lessor pays heat, hot water, water and sewer. Tenant pays cooking gas, electric and wifi. No Pets. Come check it out!
1 Fayette St is a condo located in Middlesex County and the 02139 ZIP Code."
