URL,About Property
https://www.apartments.com/595-albany-st-boston-ma/4jq8xyl/,"About 595 Albany St Boston, MA 02118
Modern and Bright Apartments right in the heart of the South End, conveniently located close to everything Boston has to offer like B&G Oysters and The Butcher Shop; BU Medical Campus is just steps away. Easy access to I93.

The unit features lots of natural light and large windows, hardwood floors, ample closet space, modern bath and kitchen with SSteel appliances, granite countertops and dishwasher. Elevator and Laundry in building. 

Pet -Friendly

Available NOW- September 
NO Broker FEE for immediate lease start
************************
Call or email
Nadya Sansiveri
Real Estate Professional
Benjamin Apartments & Cityside Homes

Search Boston's largest selection of apartments at benjaminapartments.com

Benjamin Apartments LLC makes a good faith effort to post accurate photographs and descriptions of the apartments listed for rent, but because the information is supplied by third parties and is not independently verified, we cannot always guarantee its accuracy. Rental rates, listing information and availability are subject to error and change, and listed rates may be lower than actual rates due to incentives offered by landlords. All apartments have a one-month brokerage fee to be paid by renter unless otherwise noted. Additionally, the apartment advertised may no longer be available for rent. Benjamin Apartments LLC fully supports the principles of the Fair Housing Act and the Equal Opportunity Act.
595 Albany St is an apartment community located in Suffolk County and the 02118 ZIP Code."
