URL,Description
https://www.hotpads.com/trump-property-winthrop-ma-02152-1pj66kn/pad,"Three Bedroom, 2 Bath located in Winthrop Center and steps from the Belle Isle Inlet. The first floor has 2 bedrooms, living room, kitchen and full bath. The second floor has a bedroom and full bath. The unit was remodeled in 2016 and has been well maintained."
