URL	
https://www.apartments.com/270-babcock-st-boston-ma-unit-fl2-id825/w8fhhyl/	"""https://www.apartments.com/270-babcock-st-boston-ma-unit-fl2-id825/w8fhhyl/"","
https://www.apartments.com/270-babcock-st-boston-ma-unit-fl5-id824/kmzy4t8/	"""https://www.apartments.com/270-babcock-st-boston-ma-unit-fl5-id824/kmzy4t8/"","
https://www.apartments.com/270-babcock-st-boston-ma-unit-fl7-id594/wdd61ek/	"""https://www.apartments.com/270-babcock-st-boston-ma-unit-fl7-id594/wdd61ek/"","
https://www.apartments.com/275-medford-charlestown-ma/5wvn5kp/	"""https://www.apartments.com/275-medford-charlestown-ma/5wvn5kp/"","
https://www.apartments.com/286-amp-288-chestnut-hill-avenue-brighton-ma/2yc410c/	"""https://www.apartments.com/286-amp-288-chestnut-hill-avenue-brighton-ma/2yc410c/"","
https://www.apartments.com/29-mt-hood-rd-boston-ma-unit-121304295/zywbnvw/	"""https://www.apartments.com/29-mt-hood-rd-boston-ma-unit-121304295/zywbnvw/"","
https://www.apartments.com/29-venton-st-boston-ma-unit-8/zl2d7yx/	"""https://www.apartments.com/29-venton-st-boston-ma-unit-8/zl2d7yx/"","
https://www.apartments.com/290-beacon-st-boston-ma-unit-3a1301327/mesb05j/	"""https://www.apartments.com/290-beacon-st-boston-ma-unit-3a1301327/mesb05j/"","
https://www.apartments.com/290-beacon-st-boston-ma-unit-3b1328998/er8bytp/	"""https://www.apartments.com/290-beacon-st-boston-ma-unit-3b1328998/er8bytp/"","
https://www.apartments.com/30-dalton-boston-ma/syhm505/	"""https://www.apartments.com/30-dalton-boston-ma/syhm505/"","
https://www.apartments.com/30-iroquois-st-boston-ma-unit-fl1-id651/j6lxhy6/	"""https://www.apartments.com/30-iroquois-st-boston-ma-unit-fl1-id651/j6lxhy6/"","
https://www.apartments.com/30-penniman-rd-boston-ma-unit-401/c7k8mbe/	"""https://www.apartments.com/30-penniman-rd-boston-ma-unit-401/c7k8mbe/"","
https://www.apartments.com/30-penniman-rd-boston-ma-unit-405/kgkcw6c/	"""https://www.apartments.com/30-penniman-rd-boston-ma-unit-405/kgkcw6c/"","
https://www.apartments.com/300-harrison-ave-boston-ma-unit-fl4-id554/065hd30/	"""https://www.apartments.com/300-harrison-ave-boston-ma-unit-fl4-id554/065hd30/"","
https://www.apartments.com/31-35-south-street-brighton-ma/7ld23wx/	"""https://www.apartments.com/31-35-south-street-brighton-ma/7ld23wx/"","
https://www.apartments.com/31-queensberry-street-boston-ma-unit-2/k12w8bc/	"""https://www.apartments.com/31-queensberry-street-boston-ma-unit-2/k12w8bc/"","
https://www.apartments.com/31-saint-lukes-rd-boston-ma/sn33ek4/	"""https://www.apartments.com/31-saint-lukes-rd-boston-ma/sn33ek4/"","
https://www.apartments.com/315-a-st-boston-ma-unit-fl15-id490/rcfkzm1/	"""https://www.apartments.com/315-a-st-boston-ma-unit-fl15-id490/rcfkzm1/"","
https://www.apartments.com/315-a-st-boston-ma-unit-fl17-id489/gfn3svy/	"""https://www.apartments.com/315-a-st-boston-ma-unit-fl17-id489/gfn3svy/"","
https://www.apartments.com/315-broadway-place-somerville-ma/080ekj0/	"""https://www.apartments.com/315-broadway-place-somerville-ma/080ekj0/"","
https://www.apartments.com/315-on-a-boston-ma/4dx1gjk/	"""https://www.apartments.com/315-on-a-boston-ma/4dx1gjk/"","
https://www.apartments.com/32-cunard-st-boston-ma-unit-c/snh0p64/	"""https://www.apartments.com/32-cunard-st-boston-ma-unit-c/snh0p64/"","
https://www.apartments.com/32-cunard-st-boston-ma/32v0nhf/	"""https://www.apartments.com/32-cunard-st-boston-ma/32v0nhf/"","
https://www.apartments.com/320-d-st-boston-ma-unit-116965403/mr45dnj/	"""https://www.apartments.com/320-d-st-boston-ma-unit-116965403/mr45dnj/"","
https://www.apartments.com/320-d-st-boston-ma-unit-125539198/3dn8hxd/	"""https://www.apartments.com/320-d-st-boston-ma-unit-125539198/3dn8hxd/"","
https://www.apartments.com/320-d-st-boston-ma-unit-132933240/h9e76m1/	"""https://www.apartments.com/320-d-st-boston-ma-unit-132933240/h9e76m1/"","
https://www.apartments.com/320-d-st-boston-ma-unit-154280514/wxje9ck/	"""https://www.apartments.com/320-d-st-boston-ma-unit-154280514/wxje9ck/"","
https://www.apartments.com/320-d-st-boston-ma-unit-201953266/3858mxg/	"""https://www.apartments.com/320-d-st-boston-ma-unit-201953266/3858mxg/"","
https://www.apartments.com/320-d-st-boston-ma-unit-349756/8fzsbd3/	"""https://www.apartments.com/320-d-st-boston-ma-unit-349756/8fzsbd3/"","
https://www.apartments.com/320-d-st-boston-ma-unit-359253156/gs04n0z/	"""https://www.apartments.com/320-d-st-boston-ma-unit-359253156/gs04n0z/"","
https://www.apartments.com/320-d-st-boston-ma-unit-439654371/7xjdj6w/	"""https://www.apartments.com/320-d-st-boston-ma-unit-439654371/7xjdj6w/"","
