URL,Description
https://www.hotpads.com/36-thorndike-st-somerville-ma-02144-skm984/pad,"Right on the Somerville bike path! Eat-in kitchen w/ breakfast nook, dining room, 1 bedroom and bath on 2nd floor. Vaulted ceiling living room with Palladian window and another bedroom on 3rd floor. Sliders from 3rd floor rooms to private deck shaded by trees and pergola. Hardwood floors, in-unit washer/dryer and ample storage. Quiet tree-lined street. No pets or smoking allowed. Tenant pays full fee."
