URL,Description
https://www.hotpads.com/9-hawthorne-pl-boston-ma-02114-skeqhk/4g/pad,"Located in the heart Bostons popular West End, a partially furnished modern studio with sleeping alcove is available on August 1 for a new tenant. 9 Hawthorne Place offers 24-hour concierge, on-site management and maintenance. Ideally located near two major hospitals, MGH and MEEI, Kendall Square, Whole Foods and Star Market. Shopping and restaurants of Beacon Hill, North End & Government Center. All T lines, Zipcar, commuter rail, EZ ride & Partners Shuttle stops are nearby, as well as the Esplanade's walking/running/biking trails. There is a health club with indoor/outdoor swimming pools plus tennis club available for a fee. On site parking is available for rent. Apartment is currently rented. Contact agent for showing availability."
