URL,Description
https://www.hotpads.com/34-wendell-st-cambridge-ma-02138-1j4untg/2s/pad,"2 room studio off Mass Ave between Harvard and Porter Square. Hardwood floors throughout, eat-in kitchen and laundry in the basement. Very cool neighborhood with lots of great restaurants around. Walk to the Harvard or Porter in less than 10 minutes. Heat & hot water included. Laundry on site. (Reference #130047)"
