URL,Description
https://www.hotpads.com/41-hawthorne-st-boston-ma-02119-1j4pk3m/b/pad,"This warm spacious two bedroom duplex features wonderful light, high ceilings, hardwood floors, tile bath, in unit laundry, good closet space, gas heat and cooking. Walking distance to the Orange/Silver lines, beautiful parks, Museums, shopping, restaurants, jog/bike trails and Universities. Must See! 2023-07-23"
