URL,Description
https://www.hotpads.com/287-waltham-st-lexington-ma-02421-1j55n0n/287/pad,"Charming, updated 4 bedroom Cape in Lexington town center located conveniently to everything Lexington has to offer. A quarter mile from all 3 schools, Hayden recreational facilities and park, town center amenities, public transportation and the beach at the old Res. Classic cape style home with great curb appeal and lots of character and charm throughout. The home offers 3 full sized Bedrooms and an additional bedroom or home office and half bath on the main level. Notable features - Large rooms with great ceiling height on both levels, lots of windows with plenty of natural light."
