URL,Description
https://www.hotpads.com/366-crescent-st-waltham-ma-02453-1j56x5u/1rb/pad-for-sublet,"Private bedroom for rent in 2 bedroom and two full bathrooms! Newly updated Kitchen features a dishwasher and granite counters with stainless steel appliances. Two floors of living area with massive living area downstairs! Off street parking is free. coin laundry in the building. See exact photos attached! This is a bargain price in a great part of South Waltham, near the downtown Moody st area with shops, restaurants, bars, and more nearby! Walk to the river walk on the Charles or the watch tower! Express buses MBTA and Commuter rail nearby and easy drive to downtown Boston via MA Pike. To request a viewing:"
