URL,Description
https://www.hotpads.com/33-holborn-st-dorchester-ma-02121-tpxwn8/pad,"Newly Renovated Four Bedroom Unit Spacious beautiful, three-bedroom with additional room that could be an office or bedroom. The unit features gleaming hardwood floors in the bedrooms and living room, high ceilings and lots of natural light. The specious eat-in kitchen has tile floors, stove, refrigerator and dishwasher. The overside marble bath features a tub and gleaming floor and wall tile. The apartment is conveniently located within minutes of the highway and city amenities. For more properties like this visit Affordable Housing."
