URL,Description
https://www.hotpads.com/755-hemenway-st-boston-ma-02115-1ygtpyw/pad,"Stone faced Cotswold Cottage nestled far off the street with wooded privacy, down a tree lined private way. Minutes to all Rte 20 has to Offer; on the Sudbury/Marlboro line in East Marlboro. Very special."
