URL,Description
https://www.hotpads.com/26-jenkins-st-boston-ma-02127-svz3nz/pad,"Available 9/1/23. PET-FRIENDLY single-family home for rent! Renovated 2+ bedroom/1.5 bathroom with a bonus room upstairs. This home comes complete with a renovated kitchen, private fenced patio and in-unit laundry. Additional features include two living rooms, a massive eat-in kitchen with breakfast bar and ample storage in the basement. This is a can't miss deal to live in the privacy of a single-family home in South Boston! 5 minute walk to Andrews Square T stop and walking to distance to all that South Boston has to offer. **Pictures from previous tenancy**"
