URL,Description
https://www.hotpads.com/chelsea-ma-02150-spm4v1/pad,"This newly renovated brand new apartment is in the perfect location very close to schools, parks, restaurants, coffee shops and public transport providing easy access into Boston in minutes. This apartment has a lot to offer and includes an eat-in kitchen, refrigerator, dishwasher, washer and dryer in unit and off street parking."
