URL,Description
https://www.hotpads.com/63-prescott-st-somerville-ma-02143-1j4vrz9/pad-for-sublet,"Private Room in Classic Spring Hill Townhome near Mystic River is a Somerville Townhouse located at 63 Prescott St. The property features a 1 BR rental unit available starting at $890. Amenities include No Pets Allowed, On-Site Laundry, and In-Unit Laundry. Heat Included included. Contact us for a showing."
