URL,Monthly Rent,Bedrooms,Bathrooms,Square Feet
https://www.apartments.com/4-leeds-st-boston-ma/d33rnyk/,"$2,020 - $2,570",Studio - 2 bd,1 ba,394 - 999 sq ft
