URL,Monthly Rent,Bedrooms,Bathrooms,Square Feet
https://www.apartments.com/13-sparhawk-st-boston-ma/jjzz7k4/,"$4,000 - $4,700",4 bd,2 - 3.5 ba,"999 - 9,999 sq ft"
