URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/somerville-ma-02144-1z8rjgr/2/pad,198 Cedar St Somerville 2nd floor 1 bedroom plus study steps to the bike path and walkable to Davis Square in 12 minutes or less. Hardwood floors throughout; there is a nice back porch; wide pine floors throughout; 1 off street parking spot is included in the rent; BRAND NEW MODERN eat-in-kitchen; cats are negotiable; free laundry in basement (Reference #127893),"$2,600",1,1,750
