URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/1232-beacon-st-brookline-ma-02446-skep3v/6/pad,"Super Clean and Well Maintained Brookline Apartment! Laundry In Unit (extremely rare) HUGE BEDROOMS Sunny Open Layout Walking Distance to Boston University! Easy Access to Coolidge Corner, Trader Joes, Restaurants and Shops Serious Inquiries Only City Central Realty has MANY listings with flexible move dates - and we are always Available 7 days a week by appointment! Disclaimer Note: The rental market moves quickly; this unit may no longer be available.","$3,000",2,1,N/A
