URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/72-moreland-st-somerville-ma-02145-skg6e6/1/pad,"Discover city living at its finest in this sunny, bright and spacious 1 - bedroom,1 - bathroom apartment with five rooms. Walking distance to Assembly! First floor unit featuring a modern tiled jacuzzi bath, large eat - in kitchen, comfortable living room and dining area. This apartment offers a perfect blend of modern amenities and charm. Convenient laundry and storage in basement. Commuters will love the easy access to 93 and nearby bus stops. Available September 1.","$2,100",1,1,1000
