URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/1478-massachusetts-ave-arlington-ma-02476-skfx2t/5/pad,"This one bedroom apartment includes heat and hot water and one car parking. It's in a great location in the heights on Mass Ave close to the bike path, public transportation, trader joes, CVS, and more. This unit is available on September 1.","$1,750",1,1,600
