URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/115-fawcett-st-cambridge-ma-02138-ur8fcg/4-id773/pad-corporate-housing,"We offer custom pricing for any duration. Rates may vary upon exact move in and move out dates. The rate for this home starts at $4,380* / mo. Please visit our website and enter your dates of stay to see up-to-date pricing for your specific booking. *Price quoted is: (1) based on moving in the first day the unit becomes available, (2) applicable only if billed upfront; can be higher if billed in multiple payments, (3) exclusive of any taxes or utilities. Show up and start living from day one in Cambridge with this sophisticated two-bedroom Blueground apartment. You'll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped Alewife home. (ID #BOS773) Designed with you in mind As with any Blueground apartment, you'll find a thoughtfully designed space complete with beautiful furniture and a fully-equipped kitchen in this two-bedroom property. And, thanks to our superior quality mattresses, luxury linens, and towels, you can relax knowing you'll always feel comfortably at home. When you're ready for some fun, you can take in the Cambridge vibes or bring the entertainment to you with the premium wireless speaker or smart TV. This apartment also offers in-apartment laundry. Sleeping Arrangements - Queen Bed, 63in/160cm - Queen Bed, 63in/160cm Amenities Building amenities unique to this two-bedroom include an on-site: - BBQ Area - Dryer - Elevator - Gym - Swimming pool - Washing machine - Parking - Pets allowed Arrival and ongoing support The entire apartment is yours to enjoy! You'll either be personally greeted by a Blueground team member or given self check-in instructions. Throughout your stay, you'll have access to our Client Experience team through the Blueground App. You can schedule additional cleanings, submit maintenance requests, and view our neighborhood recommendations with just a few taps. We'll share all details upon confirmation of your stay. Ideally Located This turnkey furnished apartment is located in Alewife, a fast-growing Cambridge neighborhood. There are plenty of cafes, restaurants and shops clustered around Alewife's T station. Anyone who likes to cook for themselves will be pleased by the selection at Ferro's Foodtown, a popular grocery store. Nature lovers can hike, bike, and birdwatch in the Alewife Brook Reservation. Alewife is served by several MBTA bus lines as well as the Red Line. Other things to note Building amenities may have an extra cost. This Blueground apartment has flexible lease options, allowing you to book it for one month, a year, or more. Pets are welcome, though weight limits and breed restrictions apply and may incur fees. Parking is offered based on availability and is subject to a fee. Also note: Ongoing construction in close proximity; construction sounds may occasionally be heard.","$4,810",2,2,1000
