URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/366-windsor-st-cambridge-ma-02141-1j4vg22/1/pad,"Freshly painted apartment. Beautiful Tile floor in kitchen, newly retiled bath. Hardwood floor throughout. Walk-in cedar closet; Lots of storage. No laundry on site but there are laundromats close by. De-leaded; on file with city. Gas stove; hot water radiator heat Convenient neighborhood. Many restaurants and shopping within walking distance Close to Inman Sq. Central Sq, Kendall Sq. and Union Sq. Close to the 69 bus to Harvard and Lechemere or walk to redline in Central or Kendall. On street parking. First floor unit. No pets. Back porch access. Partially furnished.","$2,600",1,1,950
