URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/4-barrows-st-allston-ma-02134-tgy6yy/pad,"Newly Renovated 3bed available NOW!! New Hardwood floors! Private Outdoor Deck A+ Location! Walking Distance to Supermarket, Restaurants, and Bars in Allston! Near the T Green line B and 57 Bus Heat and Hot Water Included New Updated Kitchen City Central Realty has MANY listings with flexible move dates - and we are always Available 7 days a week by appointment! Serious Inquiries Only Disclaimer: The rental market moves quickly; this unit may no longer be available.","$3,500",3,1,N/A
