URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/59-circuit-st-boston-ma-02119-tmhhxj/1r/pad,"Enormous 7 Bedrooms / 5.5 Bathrooms split into 3 levels available for September 1st, 2023 First floor: - Master bedroom w/ ensuite bathroom. - Modern kitchen open to a living room. Second floor: - Master bedroom w/ ensuite bathroom; walk-in closet; oversize deck - 2 large bedrooms - 1 shared bathroom 3rd floor: - Master bedroom w/ ensuite bathroom - 2 large bedrooms sharing a deck w/ unobstructed views - 1 shared bathroom ** Central AC and Heat ** Washer/ Dryer in the unit ** Great natural lighting ** Covered parking available ** Over 3000 sq/ft of living space","$8,150",7,5.5,3000
