URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/459-park-dr-boston-ma-02215-t0794d/c1/pad,- Very large 1 bedroom apartment!! -Heat and hot water included -Laundry in the building -Cats allowed -Easy access to the T -Clean updated big bathroom -Modern eat in kitchen -Students ok! CALL/TEXT Taylor Serrano Today! Available 24/7 City Central Realty has MANY listings with flexible move dates - and we are always available 7 days a week by appointment! Disclaimer: The rental market moves quickly; this unit may no longer be available,"$2,400",1,1,N/A
