URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/11-islington-st-boston-ma-02134-spe7v3/a/pad-for-sublet,This is a Boston Apartment located at 11 A Islington St. The property features a 7 BR rental unit available starting at $1050. Amenities include No Pets Allowed. Contact us for a showing.,"$7,350",7,2,164
