URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/840-massachusetts-ave-arlington-ma-02476-1j58z7b/109/pad,Available 09/01 Arlington studio available for rent - Pet Friendly ; $50 monthly - Heat and hot water included - Laundry on site - Off street parking for rent; $50 - Small fitness center in building Transportation Bus: 77 Massachusetts Ave @ Newman Way (0.02 mi) Bus: 67 Mill St @ Bacon St (0.17 mi) Bus: 350 Mystic St @ Victoria Rd (0.48 mi),"$2,200",Studio,1,N/A
