URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/36-golden-ave-medford-ma-02155-1j4xzf5/1/pad,"Available Sept 1 2023! 1st floor, sun-kissed and spacious 3 bedroom, one bath unit close to Tufts University. Unit features include hardwood floors, high ceilings, lots of windows, built ins, a large kitchen with gas range, ample counter space and granite counter tops, a bonus front room perfect for reading a great book, a back porch and in-unit laundry. All in an excellent location convenient to Medford Square, Main St, Davis Square, Union Square, Assembly Row, Tufts University, walking distance to coffee shops, restaurants, convenience store, liquor store, yoga studio, bakeries & specialty foods. Easy access to I-93, Routes:16, 28, 38 and 60 and public transportation. No dogs. A cat may be allowed on a case by case basis. No undergrads No Dogs Allowed (RLNE8184791)","$3,000",3,1,1300
