URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/16-pompeii-st-boston-ma-02119-tua329/3/pad,"Renovated top floor 1bed w/granite counter tops, exposed brick, stainless steel appliances, central AC, updated bathroom and more! Ceiling fan and recessed lighting throughout. Washer and dryer in basement (coin op). Just a short walk to BMC and BU Dental/BU Medical BUMS, BUMC ; Boston's South End and Southie. Off-Street parking available.","$2,000",1,1,500
