URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/95-adams-st-waltham-ma-02453-skm9hp/5/pad,"Spacious first-floor 1 Bedroom 1 Bathroom apartment features an updated kitchen with newer cabinets and range. Other updates include new thermal pane windows and refinished hardwood floors throughout. The apartment also boasts an improved bathroom with updated fixtures, a medicine cabinet, and lighting. High-efficiency mini-split units provide heating and cooling. Shared laundry in the basement. Tenants pay for electricity and cooking gas. Hot water is included. Off-street parking may be available for $75/month. Conveniently located just steps from Moody St & Waltham Center! Easy access to shops, restaurants, commuter rail to Boston, buses, Mass Pike, Route 128, and I-95. buses, Mass Pike, Route 128, and I-95. No dogs. Refundable First Month s rent deposit due with application. Remaining deposits of Last Month s Rent and Full Month Security Deposit due within 3 business days if approved. A one month broker fee also applies, but that due date is flexible. Thank you! Dan","$2,100",1,1,N/A
