URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/38-boynton-st-jamaica-plain-ma-02130-1j4s0fs/6/pad,"Sept 1ST-Updated 3rd flr unit In classic 6-family apt house on side street off South St- Has entry hall-Large 4 rms, 1-2 bed ( front living room can be a bedroom) with dining room; Redone newer kitchen, bath, wood floors-Large 4 rms, 1-2 bed with dining room; White/wood cabinet kitchen with SS appliances.by ARBORETUM, FOREST HILLS TRAIN-39 BUSLINE, UPTOWN MONUMENT AREA AND JAMAICA POND!, Southwest Corridor Park., has street parking. Tenant pays all utilities, has fuel oil heat. Basement Laundry. Join Green Energy consumer Alliance for extra savings. Call Faye, email, go to site.","$2,400",2,1,800
