URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/893-e-3rd-st-boston-ma-02127-1x6at4m/3/pad,CONDO QUALITY EAST SIDE 4 BEDROOM 2 BATH NEWLY RENOVATED UNIT .,"$5,600",4,2,1271
