URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/34-jason-st-arlington-ma-02476-1j58x5q/1/pad,"Stunning two bedroom conveniently located in the historic district of Arlington Center; just minutes to Minuteman Bike Trail, Menotomy Rocks Park, Whole Foods, Taste Bakery & Cafe, shops and restaurants! This unit has amazing private outdoor space including an enclosed porch, back deck, and a fenced-in patio/yard; perfect for entertaining or letting your dog run free! The unit's interior has high ceilings, hardwood floors, and an abundance of natural light. The kitchen was beautifully renovated and features gas cooking, stainless steel appliances (including dishwasher & microwave), and plenty of storage. The living room features a gas fireplace and has its own door making it a great bedroom alternative. Central A/C, TWO parking spaces, private laundry, and private storage are just added bonuses for this amazing opportunity available October 1st.","$3,000",2,1,972
