URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/boston-ma-02111-1pg43hm/70/pad,"Mgmt. office handles credit runs, lease prep. AGENT to provide LL with original signed LL applications and required monies. Rate reflects TWO ADULTS, NO PETS. PETS are NEGOTIABLE, call for details. Guarantors Required. LL only accepts Bank Checks or Money Orders; NO broker checks, NO personal checks, NO company checks. GRAD STUDENTS WELCOME. Thank you!","$3,695",2,1,N/A
