URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/54-mcbride-st-jamaica-plain-ma-02130-snw8f3/pad,"Great stand alone house with private fenced in backyard in JP. One bedroom plus extra loft space that can be used as an office. Kitchen was recently redone. Washer dryer in unit; parking space in driveway included. Garage and basement for lots of storage. Balcony off bedroom and deck off kitchen. Really unique charming home! Available September 1, to go through July 2024 with an option to renew after that. Great location in JP; near lots of parks and restaurants and very walkable to the Orange Line! Perfect for individuals or couples with pets.","$3,100",1,1,800
