URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/38-sedgwick-st-boston-ma-02130-1j4s0jj/1/pad,"9/1 FANTASTIC SUNNY first FLOOR OF owner occupied HOUSE HAS 5 ROOMS 2 BED, BIG EAT IN KITCHEN, LIVING ROOM; formal dining room; PORCH out back! GREAT CLOSET SPACE; TENANT PAYS fuel oil for HEAT; join green energy consumer alliance for discounts-HAS HARDWOOD FLOORS. THE HOUSE IS OWNER OCCUPIED, and COVID PROTOCALS for SHOWINGS IN EFFECT; PREFER NO PETS; COIN LAUNDRY IN BASEMENT/ STREET PARKING. Great location in JP CLOSE TO LIBRARY// MONUMENT// UPTOWN SHOPPING AND RESTAURANTS// FIORE'S BAKERY! 39 BUSLINE AND ORANGE LINE CLOSE BY-call or email Faye Simon Re","$2,700",2,1,960
