URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/324-saratoga-st-boston-ma-02128-upvqsd/1/pad-for-sublet,"Get the value of East Boston with an easy commute into the city! Just 10 minutes away from the blue line! E: $870 - Available Now A: $870 - Available September 1st D: $1,170 - Available September 1st Includes: Unfurnished | Eat in kitchen with modern, stainless steel appliances | Large living room is perfect for hanging out or entertaining | Bedrooms have lots of windows and plenty of natural light",$870,5,1,N/A
