URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/163-hancock-st-everett-ma-02149-skgseq/3/pad,"Open layout 1 Bedroom 1 Bath on the third floor of a 3 family on Hancock St in Everett. Just updated, this bright top-floor apartment offers a great open format living room and kitchen with lots of counter space and cabinets. The bedroom has two good size closets. Private deck. 1 car parking is included. No pets, No Smoking.","$2,200",1,1,900
