URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/118-gladstone-st-boston-ma-02128-skfynz/4/pad,"Just Listed PENTHOUSE and available for a 9/1 move-in! Tastefully renovated 3+ bedroom(extra room for an office) featuring an open floor plan with stone counters, stainless steel appliances, and walk-out deck with spectacular views of downtown Boston and the harbor. Other features include hardwood floors, recessed lighting, an updated bathroom with a standup shower, good size bedrooms, and plenty of closet space. Tenants pay all utilities.","$3,000",3,1,1000
