URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/1135-beacon-st-brookline-ma-02446-skf3jf/55/pad,"1/2 BROKERAGE FEE! Enormous, beautiful two-bed, two-bath condo-quality unit in a Brookline elevator building right on Beacon Street! New gleaming hardwood floors throughout the apartment; spacious living room & dining area with an attached balcony; in-unit laundry; spacious master bedroom with walk-in closet and attached bath; ample closet storage; updated kitchen with passthrough looking into the living space. On-site concierge & garage parking available. Do not miss this one!","$5,000",2,2,1500
