URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/12-brighton-st-boston-ma-02129-1j4rkaw/11/pad,Great 2 bed 2 bath on the first floor. Large open spaced living room and kitchen. Comparable sized bedrooms & bathrooms. Wonderful area located on the Charlestown/Somerville line. With easy street parking. Kitchen/ living room 14x31.5 Bedroom 1 11.5x11.2 Laundry room 7x12.2 Bedroom 2 11.2x11.7 Bathroom in room 5.7x8.6 Bathroom 1 7.6x5,"$3,000",2,2,N/A
