URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/6-alvah-kittredge-park-boston-ma-02119-skgw0f/3/pad,"Gorgeous oversized triplex home. Features include; high ceilings, large living room with office nook, Fully applianced kitchen with gas cooking, gas heat, hardwood floors, AC, great closet space, tile baths one features jacuzzi tub. Conveniently located on both the Orange and Silver lines. Near Universities, Hospitals, highway, bike/jog trails, parks, shopping and restaurants. Must see! 2023-08-08","$4,500",3,2.5,1800
