URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/newton-ma-02458-w6j468/119/pad,"A newly updated 2 room studio, modern kitchen, wood floor throughout the majority of the unit, spacious walk in closet. Rent including heat, hot water, water, electricity, internet, and 1 off-street parking. Laundromat is less than a mile from the house. Exceptional location - close to restaurants and stores; Transportation includes bus to Kenmore, BU. Harvard, express bus to Boston. Easy access to Mass Pike. Available 9/1. THIS LISTING IS EXCLUSIVE TO UNLIMITED SOTHEBY'S INTERNATIONAL REALTY.","$1,800",Studio,1,N/A
