URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/984-chestnut-st-newton-ma-02464-sm2mp9/2/pad,"Newton.... Newton Upper Falls on Chestnut St... Beautifully renovated 3+Bed/1.5-bath upper duplex. This unit features hardwood floors, high ceilings, wonderful layout with whole top floor open living room with beamed ceilings and half bath, three bedrooms with well proportioned room sizes, washer/dryer in unit, renovated kitchen with granite counters. 2 car tandem parking. No utilities included. No smokers. Small dog considered; no cats. One Month Broker Fee. Available 9/1 for $3350.","$3,350",3,1.5,2500
