URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/61-capitol-st-watertown-ma-02472-239tnqx/2/pad,"2 Bed 1 Bath Apartment in Watertown Laundry in Basement | 1 Parking Spot Included Water, Sewer, & Trash Included in Rent Move-in: September 1st Move-in Costs: 1st Month + Security Deposit + Broker Fee No Pets | No Subleasing 1 year lease, renting full apartment. Measurements are approximate","$2,650",2,1,N/A
