URL,Description,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/141-edenfield-ave-watertown-ma-02472-1qewgmx/pad-for-sublet,"Rooms available in this apartment, has lots of space while allowing the peace and quiet of suburban Watertown. A: $970 - Available September 1st Features include: Unfurnished | Eat in kitchen | Walk in pantry with plenty of storage | Large living room with big windows | Hardwood floors",$970,4,2,915
